DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,SOWC_FLAG_A:SOWC flag A,DATA_SOURCE_PRIORITY:Data source priority,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,92.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2013-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,94.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2013-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,94.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_609: Multiple Indicator Cluster Survey 2018,2018,98.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNE: Montenegro,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1493: 2018 Montenegro Multiple Indicator Cluster Survey and 2018 Montenegro Roma Settlements Multiple Indicator Cluster Survey; Survey Fndings Report. Podgorica: Statistical Office of Montenegro (MONSTAT); UNICEF; 2019.,2018,98.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,90,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,83.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,87.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,86.4,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,91.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,93.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,85.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,89.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,88.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,97.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,99.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,99.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,98.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_1480: Social Indicator Sample Survey-2018; Survey Findings Report. Ulaanbaatar; Mongolia: National Statistical Office of Mongolia,2018,99.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MNG: Mongolia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1482: Mongolia Social Indicator Sample Survey - 2018. (Multiple Indicator Cluster Survey). Survey Findings Report. Ulaanbaatar: National Statistical Office of Mongolia; 2019.,2018,99.3,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Definition includes other cadres that is not in alignment with the standard definition (Skilled birth attendant incl. auxiliary midwives (0.2)),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MOZ: Mozambique,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_1516: Malaria Indicator Survey 2018,2018,45.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2003-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MOZ: Mozambique,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_1516: Malaria Indicator Survey 2018,2018,65,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2003-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MOZ: Mozambique,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1516: Malaria Indicator Survey 2018,2018,51,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2003-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,35.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,26.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,33.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,43,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,43.4,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,49.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,33.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,44.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2564: Demographic and Health Survey 2021,2021,38.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,69.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,36.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,56.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,82.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,97.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,98.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,53.3,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2645: 2019-21 Demographic and Health Survey,2020,95.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MRT: Mauritania,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2607: Office Nationale de la Statistique (ONS); ministère de la Santé (MS); et ICF. 2021. Enquête Démographique et de Santé en Mauritanie 2019-2021. Nouakchott; Mauritanie et Rockville; Maryland; USA : ONS; MS; et ICF.,2021,70.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Definition includes other cadres that is not in alignment with the standard definition (Gynecologists/physicians, nurses/midwives and auxiliary birth attendants)",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2001-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MSR: Montserrat,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_115: PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,2018,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Trained personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MSR: Montserrat,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_115: PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,2019,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Trained personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MUS: Mauritius,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1443: Sustainable Development Goals [online database]. Port Louis: Statistics Mauritius; 2020 (https://statsmauritius.govmu.org/Pages/Statistics/By_Subject/SDGs/SB_SDG.aspx; accessed 8 January 2021).,2018,99.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
